T_12_43,T_14_23,R43/R23,rho
24.9,25.0,1.16715158333003,0.00021398459547941853
25.0,25.0,1.1680224358803593,0.00021405545494839525
30.0,30.0,1.1619942775788905,0.0002149109089621115
